valeur sexe anciennete age formule
1030 3 1 9 19.9 B
1031 3 1 12 20.1 B
1032 3 0 7 20.2 B
1033 3 1 6 20.4 B
1034 3 1 7 19.9 B
1035 3 1 6 20.5 B
1036 3 1 5 20 B
1037 3 1 10 20.2 B
1038 3 1 8 20.4 B
1039 3 1 6 19.9 B
1040 3 1 9 19.9 B
1041 3 1 8 20 B
1042 3 0 7 19.9 B
1043 3 0 13 20 B
1044 3 1 10 20.2 B
1045 3 0 6 20.4 B
1046 3 1 9 20.2 B
1047 3 0 8 20.3 B
1048 3 1 9 19.9 B
1049 3 1 11 20.1 B
1050 3 0 8 20 B
1051 3 1 5 20.1 B
1052 3 1 11 20.3 B
1053 3 0 5 20.5 B
1054 3 1 6 20.4 B
1055 3 1 12 19.9 B
1056 3 1 4 20.1 B
1057 3 0 15 20.3 B
1058 3 1 6 20.1 B
1059 3 1 6 20.3 B
1060 3 1 5 20.3 B
1061 3 1 8 20.1 B
1062 3 1 8 20.2 B
1063 3 0 6 20.5 B
1064 3 1 7 19.8 B
1065 3 0 5 20 B
1066 3 1 12 20.2 B
1067 3 1 10 20.1 B
1068 3 1 7 19.9 B
1069 3 1 8 19.8 B
1070 3 1 6 20.1 B
1071 3 1 5 20.4 B
1072 3 1 6 20.1 B
1073 3 0 9 20.3 B
1074 3 1 5 19.8 B
1075 3 1 10 20.1 B
1076 3 0 5 20.3 B
1077 3 1 5 20 B
1078 3 1 6 20.2 B
1079 3 1 4 19.9 B
1080 3 0 6 20.2 B
1081 3 1 5 20 B
1082 3 0 9 20 B
1083 3 1 6 20.2 B
1084 3 1 5 20.2 B
1085 3 1 7 19.9 B
1086 3 0 8 19.8 B
1087 3 1 9 20 B
1088 3 0 9 20.4 B
1089 3 1 5 20.5 B
1090 3 0 8 20.1 B
1091 3 1 12 19.9 B
1092 3 1 6 20.3 B
1093 3 1 5 20.4 B
1094 3 0 7 20.4 B
1095 3 0 6 19.9 B
1096 3 1 6 19.8 B
1097 3 1 5 20 B
1098 3 1 8 19.9 B
1099 3 1 7 20.1 B
1100 3 1 8 19.9 B
1101 3 0 5 20.3 B
1102 3 0 6 20.5 B
1103 3 1 12 19.9 B
1104 3 1 6 20 B
1105 3 0 13 19.8 B
1106 3 1 10 20.4 B
1107 3 1 4 20 B
1108 3 0 7 20.4 B
1109 3 1 10 20.1 B
1110 3 0 7 20.3 B
1111 3 0 6 19.8 B
1112 3 1 6 20 B
1113 3 1 6 20.4 B
1114 3 0 9 20.2 B
1115 3 1 6 20.2 B
1116 3 1 7 19.9 B
1117 3 0 12 20.4 B
1118 3 1 10 20.103693931 B
1119 3 1 6 20.1 B
1120 3 1 11 20 B
1121 3 1 5 20.4 B
1122 3 1 8 20 B
1123 3 0 10 20.4 B
1124 3 1 7 20.2 B
1125 3 1 8 19.9 B
1126 3 1 7 20.4 B
1127 3 0 6 20.2 B
1128 3 1 7 20 B
1129 3 1 4 20.1 B
1130 3 1 7 20.1 B
1131 3 1 11 20.3 B
1132 3 0 8 19.9 B
1133 3 0 9 19.9 B
1134 3 0 15 19.8 B
1135 3 0 5 19.9 B
1136 3 1 6 20 B
1137 3 1 10 19.9 B
1138 3 0 9 19.9 B
1139 3 0 8 20.3 B
1140 3 1 14 20.4 B
1141 3 1 11 20 B
1142 3 1 5 20.4 B
1143 3 1 7 20.2 B
1144 3 1 6 20.2 B
1145 3 1 13 20.2 B
1146 3 1 8 20 B
1147 3 0 10 20.4 B
1148 3 0 7 19.9 B
1149 3 0 8 19.9 B
1150 3 1 10 19.9 B
1151 3 1 8 20.2 B
1152 4 1 6 20 B
1153 4 1 7 20.2 B
1154 4 1 5 20.5 B
1155 4 1 10 20.4 B
1156 4 1 7 20.4 B
1157 4 0 14 20.2 B
1158 4 1 11 20.2 B
1159 4 1 6 20.5 B
1160 4 1 6 20.4 B
1161 4 1 9 20.2 B
1162 4 1 7 19.8 B
1163 4 1 5 20.2 B
1164 4 1 6 20.4 B
1165 4 0 6 20.3 B
1166 4 0 8 20.4 B
1167 4 1 5 20.3 B
1168 4 0 8 20.1 B
1169 4 1 4 19.9 B
1170 4 1 6 20.3 B
1171 4 1 10 20 B
1172 4 1 8 20 B
1173 4 1 9 20.3 B
1174 4 1 12 20.5 B
1175 1 0 9 20.3 B
1176 1 1 16 19.8 B
1177 1 1 8 19.9 B
1178 1 1 13 19.9 B
1179 1 1 7 20.2 B
1180 1 0 22 20.1 B
1181 1 1 14 20 B
1182 1 0 18 20.2 B
1183 1 1 11 20.2 B
1184 1 1 22 19.9 B
1185 1 1 13 20.1 B
1186 1 0 9 19.9 B
1187 1 0 10 20.1 B
1188 1 1 13 20.2 B
1189 1 1 14 20.1 B
1190 1 1 22 20.3 B
1191 1 0 8 20 B
1192 1 0 8 20.4 B
1193 1 0 24 19.9 B
1194 1 1 14 20 B
1195 1 1 8 20.1 B
1196 1 0 15 20.5 B
1197 1 1 37 19.9 B
1198 1 0 7 19.8 B
1199 1 1 7 20.4 B
1200 1 1 23 20 B
1201 1 0 9 19.8 B
1202 1 0 15 20.5 B
1203 1 1 14 20 B
1204 1 0 6 20 B
1205 1 0 15 20.2 B
1206 1 0 13 19.9 B
1207 1 1 10 20.1 B
1208 1 1 11 19.9 B
1209 1 1 20 20 B
1210 1 0 19 20.2 B
1211 1 1 17 20 B
1212 1 0 18 20.3 B
1213 1 1 16 19.8 B
1214 1 1 6 19.9 B
1215 1 0 9 19.9 B
1216 1 1 13 20.4 B
1217 1 0 10 20.2 B
1218 1 0 9 20.1 B
1219 1 1 18 20 B
1220 1 1 10 19.9 B
1221 1 1 15 20 B
1222 1 0 8 20.1 B
1223 1 1 15 19.9 B
1224 1 1 13 19.9 B
1225 1 0 8 19.9 B
1226 1 1 18 20.1 B
1227 1 0 14 20.3 B
1228 1 0 12 20.3 B
1229 1 0 25 19.9 B
1230 1 0 17 20.1 B
1231 1 1 22 19.9 B
1232 1 1 9 20.3 B
1233 1 0 16 20 B
1234 1 1 16 19.9 B
1235 1 0 21 20.1 B
1236 1 0 4 20.1 B
1237 1 0 20 19.9 B
1238 1 0 8 19.8 B
1239 2 0 5 20.4 C
1240 2 0 5 20.3 C
1241 2 1 0 20.5 C
1242 2 0 0 19.9 C
1243 2 0 2 19.8 C
1244 2 1 5 20 C
1245 2 0 3 20.5 C
1246 2 1 2 20 C
1247 2 0 0 20.3 C
1248 2 1 2 20.1 C
1249 2 0 4 20 C
1250 2 1 2 20.1 C
1251 2 0 7 20.1 C
1252 2 0 8 20 C
1253 2 0 4 20.1 C
1254 2 1 1 20.4 C
1255 2 1 2 20.1 C
1256 2 0 0 20.1 C
1257 2 1 1 19.9 C
1258 2 1 1 20.4 C
1259 2 0 6 20 C
1260 2 0 0 20.3 C
1261 2 0 3 20.5 C
1262 2 1 0 20.1 C
1263 2 0 3 19.9 C
1264 2 1 5 20 C
1265 2 0 1 20.5 C
1266 2 0 3 20.1 C
1267 2 1 0 20.4 C
1268 2 0 5 20.3 C
1269 2 0 3 20.2 C
1270 2 0 5 20.1 C
1271 2 0 2 20.3 C
1272 2 0 4 20.2 C
1273 2 0 1 19.9 C
1274 2 0 1 19.9 C
1275 2 1 0 20 C
1276 2 0 3 20.2 C
1277 2 0 2 19.9 C
1278 2 0 1 20.2 C
1279 2 0 1 20.5 C
1280 2 0 1 20.2 C
1281 2 0 1 19.9 C
1282 2 0 5 20.1 C
1283 2 0 1 20.2 C
1284 2 1 6 19.8 C
1285 2 0 3 20.4 C
1286 2 0 2 19.9 C
1287 2 0 5 20.2 C
1288 2 1 4 19.9 C
1289 2 0 3 20 C
1290 2 0 1 20.3 C
1291 2 0 1 20 C
1292 2 0 1 20 C
1293 2 1 0 19.9 C
1294 2 0 0 20 C
1295 2 0 2 20.1 C
1296 2 0 3 20.3 C
1297 2 1 3 20 C
1298 2 1 2 19.9 C
1299 2 0 8 20.4 C
1300 2 0 1 20 C
1301 2 1 4 20.1 C
1302 2 0 4 20.3 C
1303 2 1 2 20 C
1304 2 0 2 20.5 C
1305 2 1 5 20.1 C
1306 2 0 5 20.1 C
1307 2 0 4 20.1 C
1308 2 1 0 20.2 C
1309 2 0 0 20 C
1310 2 1 2 19.9 C
1311 2 0 0 20 C
1312 2 0 5 20.3 C
1313 2 0 5 20.1 C
1314 2 1 1 20.3 C
1315 2 1 2 19.9 C
1316 2 1 2 20.1 C
1317 2 0 7 20.3 C
1318 2 0 8 20.1 C
1319 2 0 8 20 C
1320 2 0 7 20.4 C
1321 2 1 0 20.5 C
1322 2 0 5 20 C
1323 2 0 3 20.3 C
1324 2 0 0 20.1 C
1325 2 1 3 19.9 C
1326 2 0 7 19.9 C
1327 2 0 2 19.9 C
1328 2 1 1 20 C
1329 2 0 5 20.1 C
1330 2 0 6 20 C
1331 2 0 4 20.1 C
1332 2 1 1 20.1 C
1333 2 1 1 20 C
1334 2 1 4 20.3 C
1335 2 1 4 20.1 C
1336 2 0 2 20.4 C
1337 2 0 0 20.3 C
1338 2 0 6 20.2 C
1339 2 1 1 20.2 C
1340 2 0 2 20.2 C
1341 2 1 0 20.3 C
1342 2 1 1 20.1 C
1343 2 0 4 20.2 C
1344 2 1 2 20.4 C
1345 2 1 4 19.8 C
1346 2 1 1 20.4 C
1347 2 0 2 20.3 C
1348 2 1 1 20.3 C
1349 2 1 1 20.5 C
1350 2 0 0 20.1 C
1351 2 0 3 20.1 C
1352 2 1 4 19.9 C
1353 2 1 2 20 C
1354 2 0 4 20 C
1355 2 1 1 20 C
1356 2 0 0 20.1 C
1357 2 0 6 20 C
1358 2 1 5 20 C
1359 2 0 0 20.4 C
1360 2 1 6 19.9 C
1361 2 0 2 19.9 C
1362 2 0 2 19.8 C
1363 2 0 1 20 C
1364 2 0 0 20.5 C
1365 2 0 4 20.2 C
1366 2 1 0 20.4 C
1367 2 0 3 20.2 C
1368 2 1 4 20.1 C
1369 2 0 4 20 C
1370 2 0 4 20.3 C
1371 2 1 3 20 C
1372 2 0 2 19.9 C
1373 2 0 5 20.3 C
1374 2 0 6 20.2 C
1375 2 0 2 20.2 C
1376 2 0 1 20 C
1377 2 1 4 20.1 C
1378 2 0 4 20.2 C
1379 2 0 1 20.3 C
1380 2 0 5 19.9 C
1381 2 1 0 20.2 C
1382 2 0 6 19.8 C
1383 2 1 1 19.9 C
1384 2 1 3 20.1 C
1385 2 0 0 20 C
1386 2 1 2 20.1 C
1387 2 0 0 20.1 C
1388 2 0 1 20 C
1389 2 0 3 20.2 C
1390 2 0 3 19.8 C
1391 2 0 4 20.5 C
1392 2 1 0 19.9 C
1393 2 1 2 20.1 C
1394 2 0 0 20.1 C
1395 2 0 2 20.1 C
1396 2 1 0 20 C
1397 2 0 2 20.4 C
1398 2 0 7 20.4 C
1399 2 0 6 20.1 C
1400 2 0 0 20.2 C
1401 2 1 4 20.2 C
1402 2 0 0 20.3 C
1403 2 1 3 19.8 C
1404 2 0 0 20 C
1405 2 1 3 20.4 C
1406 2 1 6 20 C
1407 2 0 1 20.1 C
1408 2 1 6 20 C
1409 2 0 2 19.8 C
1410 2 1 2 20 C
1411 2 0 4 20.3 C
1412 2 0 5 20.4 C
1413 2 0 0 20.2 C
1414 2 0 4 20 C
1415 2 1 3 20.2 C
1416 2 0 3 20.2 C
1417 2 1 0 20.2 C
1418 2 0 2 20.1 C
1419 2 0 4 20.3 C
1420 2 1 0 20.3 C
1421 2 0 3 20.4 C
1422 2 1 4 20.4 C
1423 2 0 6 20.1 C
1424 2 0 0 20 C
1425 2 1 5 20.2 C
1426 2 1 6 20.1 C
1427 2 0 0 20.4 C
1428 2 0 2 20 C
1429 2 0 3 20.5 C
1430 2 0 0 20.2 C
1431 2 0 2 20.1 C
1432 2 0 6 19.9 C
1433 2 0 3 20.4 C
1434 2 0 4 20.2 C
1435 2 1 0 20 C
1436 2 1 0 19.8 C
1437 2 0 3 20 C
1438 2 0 7 19.8 C
1439 2 0 1 20.4 C
1440 2 0 1 20 C
1441 2 1 0 19.8 C
1442 2 0 2 20.4 C
1443 2 0 5 20 C
1444 2 1 0 20.1 C
1445 2 0 5 20.1 C
1446 2 0 0 20.1 C
1447 2 0 0 19.9 C
1448 2 1 0 19.9 C
1449 2 0 4 19.9 C
1450 2 0 1 19.9 C
1451 2 0 1 20.2 C
1452 2 0 2 20.5 C
1453 2 0 0 20.3 C
1454 2 0 5 19.9 C
1455 2 0 5 20.3 C
1456 2 0 0 20.3 C
1457 2 0 0 20 C
1458 2 0 4 20.3 C
1459 2 1 4 19.9 C
1460 2 1 5 20.3 C
1461 2 0 2 20.3 C
1462 2 0 2 20 C
1463 2 1 3 20 C
1464 2 0 0 20.1 C
1465 2 1 3 20 C
1466 2 0 2 20.3 C
1467 2 0 0 20.1 C
1468 2 1 1 20 C
1469 2 0 2 20.2 C
1470 2 1 2 20.4 C
1471 2 0 2 20.4 C
1472 2 0 1 20.1 C
1473 2 1 2 19.8 C
1474 2 0 0 19.9 C
1475 2 1 1 20.4 C
1476 2 0 0 19.9 C
1477 2 1 0 19.9 C
1478 2 0 0 19.8 C
1479 2 0 1 20.3 C
1480 2 0 0 19.9 C
1481 2 0 3 20.2 C
1482 2 0 3 20.4 C
1483 2 0 0 20.2 C
1484 2 0 3 20.2 C
1485 2 0 1 20.1 C
1486 2 0 2 20.2 C
1487 2 0 3 20.2 C
1488 2 0 4 20 C
1489 2 0 5 19.9 C
1490 2 0 2 20.1 C
1491 2 0 5 20.2 C
1492 2 0 2 20.1 C
1493 2 0 1 19.9 C
1494 2 0 2 20.2 C
1495 2 0 5 20.3 C
1496 2 0 0 20.3 C
1497 2 0 5 20.2 C
1498 2 1 5 19.9 C
1499 2 0 1 20.1 C
1500 2 1 2 20 C
1501 2 0 4 19.9 C
1502 2 0 3 20.3 C
1503 2 0 2 20 C
1504 2 0 5 20.5 C
1505 2 0 6 20.2 C
1506 2 0 3 20.2 C
1507 2 0 1 20 C
1508 2 1 0 20.3 C
1509 2 0 0 20.2 C
1510 2 0 3 19.9 C
1511 2 0 1 20 C
1512 2 0 3 20.2 C
1513 2 0 2 20.5 C
1514 2 1 0 20 C
1515 2 0 0 19.8 C
1516 2 0 0 20.1 C
1517 2 0 3 19.9 C
1518 2 0 1 20.2 C
1519 2 0 2 20 C
1520 2 1 4 20.2 C
1521 2 0 0 20.1 C
1522 2 0 2 20 C
1523 2 0 0 20 C
1524 2 0 1 20.1 C
1525 2 0 6 20.5 C
1526 2 0 0 20.1 C
1527 2 0 0 20.3 C
1528 2 0 2 20.4 C
1529 2 1 1 20 C
1530 2 0 0 20.1 C
1531 2 0 3 20.1 C
1532 2 0 4 20.5 C
1533 2 0 0 20.5 C
1534 2 0 3 19.9 C
1535 2 0 1 20.1 C
1536 2 0 6 19.8 C
1537 2 0 0 20.3 C
1538 2 1 4 19.9 C
1539 2 0 3 20 C
1540 2 0 0 20 C
1541 2 0 1 20.1 C
1542 2 0 0 20.1 C
1543 2 0 0 20 C
1544 2 0 2 20.1 C
1545 2 0 5 20.2 C
1546 2 0 1 19.9 C
1547 2 0 2 20.4 C
1548 2 1 3 20.3 C
1549 2 0 0 20.4 C
1550 2 0 0 20.3 C
1551 2 0 5 19.8 C
1552 2 1 2 19.8 C
1553 2 0 1 20.5 C
1554 2 1 2 20.5 C
1555 2 0 5 20.2 C
1556 2 0 2 19.8 C
1557 2 0 2 19.9 C
1558 2 0 4 20 C
1559 2 0 0 20.2 C
1560 2 0 3 20.3 C
1561 2 1 1 19.9 C
1562 2 0 0 20.1 C
1563 2 0 3 19.8 C
1564 2 1 4 20 C
1565 2 1 0 20.3 C
1566 2 0 2 20 C
1567 2 0 2 20 C
1568 2 0 3 20.4 C
1569 2 1 4 20.1 C
1570 2 0 2 19.8 C
1571 2 1 5 20.2 C
1572 2 0 2 20.5 C
1573 2 1 4 20.1 C
1574 2 0 0 20 C
1575 2 0 7.909406215 20.1 C
1576 2 1 4 20 C
1577 2 0 0 20.1 C
1578 2 0 2 19.9 C
1579 2 0 0 20.1 C
1580 2 1 0 19.8 C
1581 2 1 2 19.9 C
1582 2 0 0 20.1 C
1583 2 0 2 20 C
1584 2 0 5 20 C
1585 3 1 1 20 C
1586 3 1 1 20.4 C
1587 3 0 0 20.5 C
1588 3 1 0 20 C
1589 3 1 4 20 C
1590 3 1 2 20.2 C
1591 3 0 0 19.9 C
1592 3 1 5 20.3 C
1593 3 0 3 20.4 C
1594 3 0 0 20.2 C
1595 3 1 1 20.5 C
1596 3 1 3 20.4 C
1597 3 1 1 20.2 C
1598 3 1 0 19.9 C
1599 3 1 0 19.9 C
1600 3 0 2 20.5 C
1601 3 1 3 20.4 C
1602 3 1 4 19.9 C
1603 3 1 3 20.1 C
1604 3 0 0 20 C
1605 3 0 1 20 C
1606 3 0 0 20.1 C
1607 3 0 1 20.5 C
1608 3 0 6 20 C
1609 3 1 0 20.3 C
1610 3 0 1 19.9 C
1611 3 0 0 20 C
1612 3 0 4 20 C
1613 3 1 0 20.2 C
1614 3 0 4 19.9 C
1615 3 0 0 20.4 C
1616 3 0 0 20.2 C
1617 3 0 3 20.1 C
1618 3 0 0 19.9 C
1619 3 1 2 20.3 C
1620 3 0 3 20.2 C
1621 3 0 5 20.3 C
1622 3 1 3 20.3 C
1623 3 1 3 20.1 C
1624 3 1 3 19.8 C
1625 3 1 4 20.4 C
1626 3 1 7 20.2 C
1627 3 0 0 20 C
1628 3 1 0 20.2 C
1629 3 0 3 20.2 C
1630 3 1 1 20.3 C
1631 3 1 0 20.1 C
1632 3 1 1 20.3 C
1633 3 1 0 20.2 C
1634 3 0 1 20.3 C
1635 3 1 2 20.4 C
1636 3 1 4 20.2 C
1637 3 0 2 20 C
1638 3 1 5 20.2 C
1639 3 1 4 20.2 C
1640 3 1 3 20 C
1641 3 0 3 20.1 C
1642 3 0 1 20 C
1643 3 0 4 20.2 C
1644 3 1 5 19.9 C
1645 3 1 4 19.9 C
1646 3 0 6 20.1 C
1647 3 1 1 20 C
1648 3 1 1 20.2 C
1649 3 1 1 20.1 C
1650 3 0 4 20.1 C
1651 3 0 2 20.4 C
1652 3 0 3 19.9 C
1653 3 1 0 20 C
1654 3 0 1 20.3 C
1655 3 1 2 20 C
1656 3 0 3 20.3 C
1657 3 1 0 20.3 C
1658 3 1 0 20.3 C
1659 3 0 3 20.5 C
1660 3 1 3 20.2 C
1661 3 0 2 20.3 C
1662 3 1 2 20.3 C
1663 3 0 0 20.4 C
1664 3 1 4 20.1 C
1665 3 1 1 19.8 C
1666 3 0 3 19.8 C
1667 3 0 6 20.1 C
1668 3 1 2 20.2 C
1669 3 0 0 19.9 C
1670 3 0 0 20 C
1671 3 0 0 20.5 C
1672 3 0 2 20 C
1673 3 1 0 19.9 C
1674 3 0 3 20.4 C
1675 3 1 2 19.8 C
1676 3 0 4 20.1 C
1677 3 1 3 20.2 C
1678 3 1 3 19.8 C
1679 3 0 1 20.1 C
1680 3 0 5 20.2 C
1681 3 1 2 19.8 C
1682 3 0 0 20.5 C
1683 3 0 4 19.9 C
1684 3 0 4 20 C
1685 3 0 4 20 C
1686 3 1 2 19.9 C
1687 3 0 0 20.1 C
1688 3 1 2 19.9 C
1689 3 1 3 20 C
1690 3 1 4 19.8 C
1691 3 0 3 20.2 C
1692 3 0 6 20 C
1693 3 0 0 20.3 C
1694 3 1 0 20 C
1695 3 0 0 19.9 C
1696 3 1 6 19.8 C
1697 3 0 2 19.9 C
1698 3 0 0 19.9 C
1699 3 1 0 20.4 C
1700 3 1 0 20.2 C
1701 3 0 3 20.3 C
1702 3 1 0 20.3 C
1703 4 1 4 20.1 C
1704 4 1 3 20.3 C
1705 4 1 4 20.2 C
1706 4 1 0 20.2 C
1707 4 0 0 20.3 C
1708 4 1 1 20.3 C
1709 4 0 6 20.3 C
1710 4 1 2 20.2 C
1711 4 1 0 19.9 C
1712 4 1 3 20.5 C
1713 4 1 5 19.9 C
1714 4 1 0 20 C
1715 4 0 2 20.4 C
1716 4 0 4 19.9 C
1717 4 0 0 20.4 C
1718 4 1 4 19.9 C
1719 4 0 0 20.1 C
1720 4 0 2 20.5 C
1721 4 0 0 20.2 C
1722 4 1 2 20 C
1723 4 1 0 20.1 C
1724 4 1 7 20.3 C
1725 4 1 0 20.2 C
1726 4 1 5 20.1 C
1727 4 1 0 20.2 C
1728 4 1 4 20.1 C
1729 4 1 7 20.5 C
1730 4 1 0 20.2 C
1731 4 0 1 20.2 C
1732 4 1 3 20 C
1733 4 0 0 20.2 C
1734 4 1 4 20.2 C
1735 4 1 6 20.2 C
1736 4 1 3 20.3 C
1737 4 1 6 19.9 C
1738 4 1 4 20.2 C
1739 4 0 0 20.4 C
1740 4 1 0 20.2 C
1741 4 0 0 20.2 C
1742 4 1 1 20.3 C
1743 4 0 6 20.3 C
1744 4 1 2 20.2 C
1745 4 1 2 20.2 C
1746 4 0 1 20.4 C
1747 4 1 0 19.9 C
1748 4 0 0 20.5 C
1749 4 1 3 20.5 C
1750 4 0 0 20 C
1751 4 1 4 20.2 C
1752 4 1 5 19.9 C
1753 4 1 0 20.2 C
1754 4 1 0 20 C
1755 4 1 0 20.4 C
1756 4 1 5 20.2 C
1757 4 0 2 20.4 C
1758 4 0 4 19.9 C
1759 4 1 3 19.9 C
1760 4 1 4 19.9 C
1761 4 1 0 20.4 C
1762 4 0 0 20.1 C
1763 4 0 4 20 C
1764 4 1 5 20.4 C
1765 4 1 0 19.9 C
1766 4 1 5 20.1 C
1767 4 0 0 19.9 C
1768 4 0 4 20 C
1769 4 1 4 20.2 C
1770 4 1 0 20 C
1771 4 0 2 20.5 C
1772 4 0 0 20.2 C
1773 4 1 2 20 C
1774 4 1 0 20.1 C
1775 4 1 0 20.4 C
1776 4 1 7 20.3 C
